,demand_R1,PV,WindOnshore,demand_R2,demand_R4,demand_R3
t6292,35718,0,5442,32146,25002,5357
t6293,35671,0,5951,32103,24969,5350
t6294,36163,0,6240,32546,25314,5424
t6295,37335,78,6574,33601,26134,5600
t6296,38788,1019,6827,34909,27151,5818
t6297,42621,3483,6101,38358,29834,6393
t6298,45952,6572,5683,41356,32166,6892
t6299,48577,9467,6589,43719,34003,7286
t6300,51644,11667,8075,46479,36150,7746
t6301,52288,12537,8991,47059,36601,7843
t6302,49906,12080,9301,44915,34934,7485
t6303,48347,11383,10063,43512,33842,7252
t6304,47579,10003,10317,42821,33305,7136
t6305,46925,7336,9637,42232,32847,7038
t6306,48235,4102,8397,43411,33764,7235
t6307,49313,1185,6440,44381,34519,7396
t6308,50212,43,6064,45190,35148,7531
t6309,50244,0,6369,45219,35170,7536
t6310,47892,0,6420,43102,33524,7183
t6311,46254,0,6031,41628,32377,6938
t6312,42680,0,5691,38412,29875,6402
t6313,40072,0,5459,36064,28050,6010
t6314,38679,0,4975,34811,27075,5801
t6315,38023,0,4465,34220,26616,5703
t6316,38784,0,4168,34905,27148,5817
t6317,40689,0,3903,36620,28482,6103
t6318,45451,0,3789,40905,31815,6817
t6319,55584,135,3598,50025,38908,8337
t6320,61821,1577,3393,55638,43274,9273
t6321,64600,5576,2969,58140,45220,9690
t6322,65631,10789,2318,59067,45941,9844
t6323,67115,15403,2081,60403,46980,10067
t6324,68486,18477,2247,61637,47940,10272
t6325,57264,19033,2665,51537,40084,8589
t6326,56506,18189,2984,50855,39554,8475
t6327,64637,16099,3044,58173,45245,9695
t6328,63551,13118,2937,57195,44485,9532
t6329,61794,9285,2695,55614,43255,9269
t6330,61372,4759,2309,55234,42960,9205
t6331,61190,1156,2321,55071,42833,9178
t6332,61840,26,2824,55656,43288,9276
t6333,61068,0,4036,54961,42747,9160
t6334,56695,0,5491,51025,39686,8504
t6335,51960,0,6841,46764,36372,7794
t6336,47266,0,7834,42539,33086,7089
t6337,44593,0,8622,40133,31215,6688
t6338,42697,0,8951,38427,29887,6404
t6339,41733,0,9131,37559,29213,6259
t6340,41946,0,9477,37751,29362,6291
t6341,43130,0,9868,38817,30190,6469
t6342,46912,0,10427,42220,32838,7036
t6343,55465,56,10659,49918,38825,8319
t6344,54584,959,11063,49125,38208,8187
t6345,65852,3395,10143,59266,46096,9877
t6346,66318,5851,9098,59686,46422,9947
t6347,67400,8274,8183,60660,47180,10110
t6348,69080,9620,7799,62172,48356,10362
t6349,68414,9732,7238,61572,47889,10262
t6350,67454,9154,6584,60708,47217,10118
t6351,62877,7682,6154,56589,44013,9431
t6352,60803,5721,5813,54722,42562,9120
t6353,60761,3658,5331,54684,42532,9114
t6354,60594,1840,5128,54534,42415,9089
t6355,60007,496,4853,54006,42004,9001
t6356,61366,19,4912,55229,42956,9204
t6357,59262,0,4984,53335,41483,8889
t6358,54360,0,5294,48924,38052,8154
t6359,49947,0,5262,44952,34962,7492
t6360,45812,0,4720,41230,32068,6871
t6361,42459,0,4570,38213,29721,6368
t6362,40694,0,4419,36624,28485,6104
t6363,39646,0,4453,35681,27752,5946
t6364,40241,0,4199,36216,28168,6036
t6365,41931,0,4015,37737,29351,6289
t6366,46146,0,3923,41531,32302,6921
t6367,55134,37,3999,49620,38593,8270
t6368,61479,461,3689,55331,43035,9221
t6369,64023,1810,3328,57620,44816,9603
t6370,66574,3625,2611,59916,46601,9986
t6371,67992,5751,2176,61192,47594,10198
t6372,68993,7798,2037,62093,48295,10348
t6373,68108,9219,2043,61297,47675,10216
t6374,67316,9774,2241,60584,47121,10097
t6375,66371,9667,2481,59733,46459,9955
t6376,65225,7687,2863,58702,45657,9783
t6377,62537,5050,2907,56283,43775,9380
t6378,62108,2645,2601,55897,43475,9316
t6379,62060,642,2261,55854,43442,9309
t6380,63758,21,2355,57382,44630,9563
t6381,61745,0,2718,55570,43221,9261
t6382,57029,0,3390,51326,39920,8554
t6383,53231,0,4060,47907,37261,7984
t6384,48768,0,4610,43891,34137,7315
t6385,45823,0,4995,41240,32076,6873
t6386,43868,0,5295,39481,30707,6580
t6387,42766,0,5590,38489,29936,6414
t6388,43189,0,6076,38870,30232,6478
t6389,44718,0,6368,40246,31302,6707
t6390,48843,0,6571,43958,34190,7326
t6391,57607,71,7159,51846,40324,8641
t6392,62892,1090,7671,56602,44024,9433
t6393,65644,4056,7847,59079,45950,9846
t6394,65966,7854,7575,59369,46176,9894
t6395,67714,11220,8068,60942,47399,10157
t6396,69516,13178,8806,62564,48661,10427
t6397,68268,13527,9688,61441,47787,10240
t6398,67119,13577,10567,60407,46983,10067
t6399,66328,13095,10830,59695,46429,9949
t6400,65569,10577,10693,59012,45898,9835
t6401,63274,7047,10343,56946,44291,9491
t6402,62165,3563,9306,55948,43515,9324
t6403,61854,872,8375,55668,43297,9278
t6404,63858,25,8416,57472,44700,9578
t6405,61855,0,8692,55669,43298,9278
t6406,57975,0,8522,52177,40582,8696
t6407,53918,0,7877,48526,37742,8087
t6408,49193,0,7135,44273,34435,7378
t6409,46057,0,6743,41451,32239,6908
t6410,43904,0,6429,39513,30732,6585
t6411,42905,0,6208,38614,30033,6435
t6412,43111,0,5536,38799,30177,6466
t6413,44443,0,4849,39998,31110,6666
t6414,48470,0,4604,43623,33929,7270
t6415,57485,72,4217,51736,40239,8622
t6416,62718,953,3826,56446,43902,9407
t6417,64921,4011,3167,58428,45444,9738
t6418,65619,8202,2722,59057,45933,9842
t6419,67023,12664,2736,60320,46916,10053
t6420,68319,15920,2781,61487,47823,10247
t6421,68304,16504,2941,61473,47812,10245
t6422,66727,14750,3171,60054,46708,10009
t6423,64236,12276,3373,57812,44965,9635
t6424,62607,9492,3247,56346,43824,9391
t6425,61532,6284,3190,55378,43072,9229
t6426,60617,2834,2814,54555,42431,9092
t6427,60122,592,2261,54109,42085,9018
t6428,61992,15,2150,55792,43394,9298
t6429,59660,0,2070,53694,41762,8949
t6430,55186,0,2073,49667,38630,8277
t6431,51571,0,2167,46413,36099,7735
t6432,47456,0,2310,42710,33219,7118
t6433,44029,0,2337,39626,30820,6604
t6434,41879,0,2340,37691,29315,6281
t6435,40611,0,2298,36549,28427,6091
t6436,40148,0,2263,36133,28103,6022
t6437,40626,0,2398,36563,28438,6093
t6438,41387,0,2326,37248,28970,6208
t6439,43936,56,2223,39542,30755,6590
t6440,46885,733,2104,42196,32819,7032
t6441,50369,3476,1892,45332,35258,7555
t6442,52929,7569,1274,47636,37050,7939
t6443,54846,11768,983,49361,38392,8226
t6444,56201,14697,1297,50580,39340,8430
t6445,56146,15218,1736,50531,39302,8421
t6446,54418,13464,2146,48976,38092,8162
t6447,52154,10927,2591,46938,36507,7823
t6448,50855,8303,3030,45769,35598,7628
t6449,50382,5443,3333,45343,35267,7557
t6450,50707,2675,3308,45636,35494,7606
t6451,51298,496,3057,46168,35908,7694
t6452,53084,13,3543,47775,37158,7962
t6453,51284,0,4177,46155,35898,7692
t6454,48148,0,4491,43333,33703,7222
t6455,45845,0,4679,41260,32091,6876
t6456,42450,0,4520,38205,29714,6367
t6457,39177,0,4318,35259,27423,5876
t6458,37056,0,4040,33350,25939,5558
t6459,35853,0,3824,32267,25097,5377
t6460,35457,0,3700,31911,24819,5318
t6461,35625,0,3644,32062,24937,5343
t6462,36162,0,3716,32545,25313,5424
t6463,37111,78,3883,33399,25977,5566
t6464,37693,1301,3932,33923,26385,5653
t6465,37644,5375,3454,33879,26350,5646
t6466,42299,11358,2255,38069,29609,6344
t6467,48701,16745,1865,43830,34090,7305
t6468,51357,19706,2572,46221,35949,7703
t6469,51519,18582,3279,46367,36063,7727
t6470,48980,16623,3525,44082,34286,7347
t6471,46424,14800,3706,41781,32496,6963
t6472,45467,12134,3822,40920,31826,6820
t6473,45088,8482,4130,40579,31561,6763
t6474,46511,4190,4175,41859,32557,6976
t6475,48458,784,3836,43612,33920,7268
t6476,50960,12,4163,45864,35672,7644
t6477,50435,0,4862,45391,35304,7565
t6478,47928,0,5199,43135,33549,7189
t6479,46470,0,5017,41823,32528,6970
t6480,43110,0,4761,38799,30176,6466
t6481,40477,0,4374,36429,28333,6071
t6482,38853,0,3791,34967,27197,5827
t6483,38314,0,3266,34482,26819,5747
t6484,38860,0,2858,34974,27202,5829
t6485,40898,0,2753,36808,28628,6134
t6486,45814,0,2772,41232,32069,6872
t6487,55459,75,2856,49913,38821,8318
t6488,61351,1314,2792,55215,42945,9202
t6489,64446,5315,2326,58001,45112,9666
t6490,65681,10662,1529,59112,45976,9852
t6491,67262,15367,1083,60535,47083,10089
t6492,68164,18245,1461,61347,47714,10224
t6493,67678,18969,2086,60910,47374,10151
t6494,66774,17104,2537,60096,46741,10016
t6495,64939,15678,2698,58445,45457,9740
t6496,63228,13177,2957,56905,44259,9484
t6497,61279,9361,3238,55151,42895,9191
t6498,60865,4607,3527,54778,42605,9129
t6499,61452,885,3660,55306,43016,9217
t6500,63741,12,4845,57366,44618,9561
t6501,61453,0,6383,55307,43017,9217
t6502,57122,0,7297,51409,39985,8568
t6503,52775,0,7568,47497,36942,7916
t6504,48649,0,7189,43784,34054,7297
t6505,45700,0,6739,41130,31989,6855
t6506,43945,0,6222,39550,30761,6591
t6507,42913,0,5641,38621,30039,6436
t6508,43118,0,5406,38806,30182,6467
t6509,44760,0,5405,40284,31331,6714
t6510,48542,0,5683,43687,33979,7281
t6511,57753,81,5887,51977,40427,8662
t6512,63316,1556,5816,56984,44321,9497
t6513,65893,6418,5187,59303,46125,9883
t6514,66643,12846,3514,59978,46650,9996
t6515,67244,18384,3101,60519,47070,10086
t6516,68917,20976,4777,62025,48241,10337
t6517,68870,20031,6516,61983,48209,10330
t6518,67505,18377,7528,60754,47253,10125
t6519,65929,16235,7725,59336,46150,9889
t6520,64641,13098,7935,58176,45248,9696
t6521,62682,9017,8021,56413,43877,9402
t6522,61730,4223,7704,55557,43211,9259
t6523,62057,728,6865,55851,43439,9308
t6524,64800,10,7704,58320,45360,9720
t6525,62562,0,9633,56305,43793,9384
t6526,58368,0,9461,52531,40857,8755
t6527,54332,0,7992,48898,38032,8149
t6528,49569,0,7448,44612,34698,7435
t6529,46193,0,9492,41573,32335,6928
t6530,44249,0,8837,39824,30974,6637
t6531,43105,0,7976,38794,30173,6465
t6532,43523,0,7178,39170,30466,6528
t6533,45036,0,6670,40532,31525,6755
t6534,48780,0,6378,43902,34146,7317
t6535,57835,73,6088,52051,40484,8675
t6536,63221,1513,5701,56898,44254,9483
t6537,65532,6488,4923,58978,45872,9829
t6538,66347,12935,3439,59712,46442,9952
t6539,67351,18496,3253,60615,47145,10102
t6540,68539,21873,4420,61685,47977,10280
t6541,67732,23321,5310,60958,47412,10159
t6542,66539,22494,5585,59885,46577,9980
t6543,65079,20150,5510,58571,45555,9761
t6544,63401,16278,5794,57060,44380,9510
t6545,61592,10750,6033,55432,43114,9238
t6546,60982,4636,6029,54883,42687,9147
t6547,61838,740,5605,55654,43286,9275
t6548,64741,5,6302,58266,45318,9711
t6549,62635,0,7071,56371,43844,9395
t6550,58513,0,7407,52661,40959,8776
t6551,54430,0,7249,48987,38101,8164
t6552,49621,0,6847,44658,34734,7443
t6553,46029,0,6255,41426,32220,6904
t6554,44213,0,5590,39791,30949,6631
t6555,43221,0,5080,38898,30254,6483
t6556,43685,0,4712,39316,30579,6552
t6557,45086,0,4692,40577,31560,6762
t6558,49000,0,4792,44100,34300,7350
t6559,57948,67,5005,52153,40563,8692
t6560,63469,1539,4981,57122,44428,9520
t6561,65720,6596,4562,59148,46004,9858
t6562,66062,13358,3756,59455,46243,9909
t6563,67242,19188,3193,60517,47069,10086
t6564,68284,22931,3885,61455,47798,10242
t6565,67292,24455,4834,60562,47104,10093
t6566,66838,24325,5198,60154,46786,10025
t6567,65449,22149,4972,58904,45814,9817
t6568,63346,17773,4662,57011,44342,9501
t6569,60992,11613,4495,54892,42694,9148
t6570,60208,5028,3945,54187,42145,9031
t6571,60975,762,3329,54877,42682,9146
t6572,64246,5,3686,57821,44972,9636
t6573,62408,0,4177,56167,43685,9361
t6574,57998,0,4235,52198,40598,8699
t6575,53428,0,3932,48085,37399,8014
t6576,49041,0,3537,44136,34328,7356
t6577,45979,0,3383,41381,32185,6896
t6578,44141,0,3251,39726,30898,6621
t6579,42931,0,3236,38637,30051,6439
t6580,43544,0,3243,39189,30480,6531
t6581,44945,0,3227,40450,31461,6741
t6582,48929,0,3235,44036,34250,7339
t6583,57702,59,3176,51931,40391,8655
t6584,62758,1394,3134,56482,43930,9413
t6585,64953,6244,2924,58457,45467,9742
t6586,65752,12802,2153,59176,46026,9862
t6587,66949,18178,1450,60254,46864,10042
t6588,67419,21779,1240,60677,47193,10112
t6589,66452,23674,1512,59806,46516,9967
t6590,54711,23380,1823,49239,38297,8206
t6591,53017,20568,2009,47715,37111,7952
t6592,58016,16127,2255,52214,40611,8702
t6593,59391,11085,2435,53451,41573,8908
t6594,58834,4716,2441,52950,41183,8825
t6595,58721,609,2755,52848,41104,8808
t6596,61388,5,4223,55249,42971,9208
t6597,59036,0,5355,53132,41325,8855
t6598,54547,0,5989,49092,38182,8182
t6599,50699,0,6350,45629,35489,7604
t6600,46415,0,6249,41773,32490,6962
t6601,42867,0,5653,38580,30006,6430
t6602,40627,0,5125,36564,28438,6094
t6603,39353,0,4578,35417,27547,5902
t6604,38935,0,4165,35041,27254,5840
t6605,39013,0,3814,35111,27309,5851
t6606,38627,0,3347,34764,27038,5794
t6607,39024,35,3142,35121,27316,5853
t6608,40848,854,3095,36763,28593,6127
t6609,44082,4658,3074,39673,30857,6612
t6610,46975,10494,2540,42277,32882,7046
t6611,49411,15398,1628,44469,34587,7411
t6612,51530,19037,1354,46377,36071,7729
t6613,51210,20533,1423,46089,35847,7681
t6614,49192,20259,1619,44272,34434,7378
t6615,47280,17410,1630,42552,33096,7092
t6616,46207,13287,1670,41586,32344,6931
t6617,45382,8204,1779,40843,31767,6807
t6618,46208,3450,1775,41587,32345,6931
t6619,47561,469,1948,42804,33292,7134
t6620,50065,4,2428,45058,35045,7509
t6621,48470,0,2602,43623,33929,7270
t6622,45976,0,2376,41378,32183,6896
t6623,44243,0,2129,39818,30970,6636
t6624,41143,0,2051,37028,28800,6171
t6625,38144,0,1996,34329,26700,5721
t6626,36091,0,1929,32481,25263,5413
t6627,35046,0,2078,31541,24532,5256
t6628,34740,0,2286,31266,24318,5211
t6629,35152,0,2412,31636,24606,5272
t6630,35646,0,2597,32081,24952,5346
t6631,36493,14,3064,32843,25545,5473
t6632,38362,449,3441,34525,26853,5754
t6633,42059,2409,3433,37853,29441,6308
t6634,45638,5222,2835,41074,31946,6845
t6635,48082,7542,1872,43273,33657,7212
t6636,50613,9331,1726,45551,35429,7591
t6637,49451,10681,2079,44505,34615,7417
t6638,48050,11035,2363,43245,33635,7207
t6639,46481,9838,2336,41832,32536,6972
t6640,45814,7831,2230,41232,32069,6872
t6641,45760,4971,2359,41184,32031,6864
t6642,47074,2184,2177,42366,32951,7061
t6643,48893,349,1848,44003,34225,7333
t6644,51560,4,1983,46404,36092,7734
t6645,49929,0,2083,44936,34950,7489
t6646,47632,0,2222,42868,33342,7144
t6647,46378,0,2238,41740,32464,6956
t6648,43063,0,1878,38756,30144,6459
t6649,40322,0,1716,36289,28225,6048
t6650,38959,0,1684,35063,27271,5843
t6651,38618,0,1652,34756,27032,5792
t6652,39449,0,1637,35504,27614,5917
t6653,40836,0,1977,36752,28585,6125
t6654,45588,0,2466,41029,31911,6838
t6655,55971,23,2829,50373,39179,8395
t6656,62137,725,2992,55923,43495,9320
t6657,63990,3411,3157,57591,44793,9598
t6658,64555,7434,2874,58099,45188,9683
t6659,65836,11138,2379,59252,46085,9875
t6660,66644,13501,2321,59979,46650,9996
t6661,65600,15145,2420,59040,45920,9840
t6662,64971,15557,2903,58473,45479,9745
t6663,64021,14014,3342,57618,44814,9603
t6664,63459,11141,3982,57113,44421,9518
t6665,61775,6710,4553,55597,43242,9266
t6666,61511,2519,5569,55359,43057,9226
t6667,62328,214,7270,56095,43629,9349
t6668,65655,4,9760,59089,45958,9848
t6669,62167,0,11226,55950,43516,9325
t6670,57945,0,12183,52150,40561,8691
t6671,53841,0,12905,48456,37688,8076
t6672,49473,0,13204,44525,34631,7420
t6673,46545,0,13383,41890,32581,6981
t6674,44428,0,13681,39985,31099,6664
t6675,43817,0,13887,39435,30671,6572
t6676,44046,0,13840,39641,30832,6606
t6677,45044,0,13884,40539,31530,6756
t6678,49349,0,14030,44414,34544,7402
t6679,58502,7,14062,52651,40951,8775
t6680,64636,305,13777,58172,45245,9695
t6681,66630,1844,12996,59967,46641,9994
t6682,67630,4608,12834,60867,47341,10144
t6683,69060,7028,12650,62154,48342,10359
t6684,70087,8712,12387,63078,49060,10513
t6685,69754,9370,11966,62778,48827,10463
t6686,69049,8429,11359,62144,48334,10357
t6687,67217,6866,10804,60495,47051,10082
t6688,65865,5113,10030,59278,46105,9879
t6689,64427,2794,9655,57984,45098,9664
t6690,64541,956,10051,58086,45178,9681
t6691,65592,101,10454,59032,45914,9838
t6692,67939,4,11245,61145,47557,10190
t6693,64819,0,11606,58337,45373,9722
t6694,59541,0,11467,53586,41678,8931
t6695,54380,0,11439,48942,38066,8157
t6696,49824,0,11664,44841,34876,7473
t6697,46670,0,11773,42003,32668,7000
t6698,45243,0,11228,40718,31670,6786
t6699,44341,0,10811,39906,31038,6651
t6700,44565,0,10236,40108,31195,6684
t6701,45936,0,9801,41342,32155,6890
t6702,50447,0,9582,45402,35312,7567
t6703,59141,6,9704,53226,41398,8871
t6704,65002,199,9630,58501,45501,9750
t6705,67212,1114,9540,60490,47048,10081
t6706,67231,2692,9337,60507,47061,10084
t6707,68148,4268,8971,61333,47703,10222
t6708,69382,5304,8656,62443,48567,10407
t6709,68711,5713,8423,61839,48097,10306
t6710,67787,5542,7822,61008,47450,10168
t6711,66395,4937,7460,59755,46476,9959
t6712,65013,3975,7278,58511,45509,9751
t6713,63245,2494,7026,56920,44271,9486
t6714,63196,1042,7096,56876,44237,9479
t6715,64341,156,7381,57906,45038,9651
t6716,66326,0,7579,59693,46428,9948
t6717,62725,0,7776,56452,43907,9408
t6718,58478,0,7471,52630,40934,8771
t6719,53865,0,7165,48478,37705,8079
t6720,49003,0,6542,44102,34302,7350
t6721,45470,0,5758,40923,31828,6820
t6722,43609,0,5058,39248,30526,6541
t6723,42732,0,4415,38458,29912,6409
t6724,43014,0,3797,38712,30109,6452
t6725,44685,0,3541,40216,31279,6702
t6726,48474,0,3341,43626,33931,7271
t6727,57030,7,3284,51327,39921,8554
t6728,63477,193,3200,57129,44433,9521
t6729,65413,1169,2865,58871,45789,9811
t6730,65836,2975,2413,59252,46085,9875
t6731,66820,5099,2065,60138,46774,10023
t6732,68065,6642,1865,61258,47645,10209
t6733,67716,7379,1707,60944,47401,10157
t6734,66798,6910,1656,60118,46758,10019
t6735,65291,5916,1534,58761,45703,9793
t6736,64202,4486,1514,57781,44941,9630
t6737,62617,2809,1443,56355,43831,9392
t6738,62411,1035,1362,56169,43687,9361
t6739,63622,74,1350,57259,44535,9543
t6740,65293,0,1400,58763,45705,9793
t6741,61801,0,1538,55620,43260,9270
t6742,57445,0,1541,51700,40211,8616
t6743,53369,0,1478,48032,37358,8005
t6744,48546,0,1354,43691,33982,7281
t6745,45118,0,1120,40606,31582,6767
t6746,43496,0,1047,39146,30447,6524
t6747,42504,0,1024,38253,29752,6375
t6748,42927,0,1067,38634,30048,6439
t6749,44292,0,1090,39862,31004,6643
t6750,47972,0,1135,43174,33580,7195
t6751,56497,5,1136,50847,39547,8474
t6752,62810,192,1227,56529,43967,9421
t6753,65048,1422,1322,58543,45533,9757
t6754,65242,3707,1202,58717,45669,9786
t6755,66540,6237,1039,59886,46578,9981
t6756,67382,8281,1028,60643,47167,10107
t6757,66345,9725,1142,59710,46441,9951
t6758,64872,9885,1178,58384,45410,9730
t6759,62984,8705,1181,56685,44088,9447
t6760,61451,6678,1205,55305,43015,9217
t6761,60167,4065,1450,54150,42116,9025
t6762,60105,1411,1839,54094,42073,9015
t6763,61441,105,2475,55296,43008,9216
t6764,63393,0,3280,57053,44375,9508
t6765,59575,0,3960,53617,41702,8936
t6766,55275,0,4216,49747,38692,8291
t6767,52085,0,4356,46876,36459,7812
t6768,47897,0,4340,43107,33527,7184
t6769,44293,0,4347,39863,31005,6643
t6770,42109,0,4490,37898,29476,6316
t6771,40796,0,4525,36716,28557,6119
t6772,40817,0,4499,36735,28571,6122
t6773,41219,0,4683,37097,28853,6182
t6774,41653,0,4664,37487,29157,6247
t6775,43521,4,4930,39168,30464,6528
t6776,46181,193,4930,41562,32326,6927
t6777,49473,1559,5117,44525,34631,7420
t6778,52535,4342,4701,47281,36774,7880
t6779,54042,7751,4544,48637,37829,8106
t6780,55095,10209,5548,49585,38566,8264
t6781,54494,11591,6559,49044,38145,8174
t6782,52568,11748,6928,47311,36797,7885
t6783,50859,10649,6987,45773,35601,7628
t6784,49950,8241,7555,44955,34965,7492
t6785,49585,4723,8526,44626,34709,7437
t6786,50776,1510,8944,45698,35543,7616
t6787,52539,124,9987,47285,36777,7880
t6788,54502,0,12149,49051,38151,8175
t6789,51421,0,13705,46278,35994,7713
t6790,48801,0,14373,43920,34160,7320
t6791,47135,0,14287,42421,32994,7070
t6792,43942,0,13895,39547,30759,6591
t6793,40255,0,13261,36229,28178,6038
t6794,38023,0,12973,34220,26616,5703
t6795,36912,0,12882,33220,25838,5536
t6796,36762,0,12805,33085,25733,5514
t6797,37317,0,12418,33585,26121,5597
t6798,37346,0,12273,33611,26142,5601
t6799,37350,4,12411,33615,26145,5602
t6800,39089,353,12753,35180,27362,5863
t6801,42502,3020,12362,38251,29751,6375
t6802,45551,7634,10479,40995,31885,6832
t6803,47147,11969,10284,42432,33002,7072
t6804,49649,15425,13576,44684,34754,7447
t6805,49831,17111,14965,44847,34881,7474
t6806,47835,17392,14580,43051,33484,7175
t6807,45975,15908,14541,41377,32182,6896
t6808,45189,12336,15051,40670,31632,6778
t6809,45105,7359,14949,40594,31573,6765
t6810,47183,2450,13633,42464,33028,7077
t6811,49984,154,12563,44985,34988,7497
t6812,53075,0,14302,47767,37152,7961
t6813,51145,0,15700,46030,35801,7671
t6814,49126,0,15921,44213,34388,7368
t6815,48320,0,15333,43488,33824,7248
t6816,44884,0,14653,40395,31418,6732
t6817,42284,0,13637,38055,29598,6342
t6818,40595,0,12701,36535,28416,6089
t6819,39824,0,11903,35841,27876,5973
t6820,40493,0,11085,36443,28345,6073
t6821,41923,0,10364,37730,29346,6288
t6822,46293,0,10112,41663,32405,6943
t6823,55730,7,10198,50157,39011,8359
t6824,62425,611,10006,56182,43697,9363
t6825,64700,4212,8815,58230,45290,9705
t6826,65293,9953,6496,58763,45705,9793
t6827,65767,15015,5630,59190,46036,9865
t6828,66919,17884,7044,60227,46843,10037
t6829,66885,18910,8241,60196,46819,10032
t6830,66122,18195,7871,59509,46285,9918
t6831,64351,15637,7270,57915,45045,9652
t6832,63125,11372,7611,56812,44187,9468
t6833,61380,6150,8005,55242,42966,9207
t6834,61458,1801,7930,55312,43020,9218
t6835,63183,103,8540,56864,44228,9477
t6836,65982,0,9923,59383,46187,9897
t6837,62200,0,10765,55980,43540,9330
t6838,58271,0,11113,52443,40789,8740
t6839,54908,0,10558,49417,38435,8236
t6840,50341,0,9895,45306,35238,7551
t6841,46971,0,8755,42273,32879,7045
t6842,45065,0,7792,40558,31545,6759
t6843,44198,0,7360,39778,30938,6629
t6844,44686,0,7184,40217,31280,6702
t6845,46086,0,7116,41477,32260,6912
t6846,49573,0,7007,44615,34701,7435
t6847,57927,5,6889,52134,40548,8689
t6848,64263,312,6781,57836,44984,9639
t6849,66323,1913,6241,59690,46426,9948
t6850,66597,4126,5251,59937,46617,9989
t6851,67850,5931,4843,61065,47495,10177
t6852,69114,7053,4519,62202,48379,10367
t6853,68480,7509,4388,61632,47936,10272
t6854,67452,6719,4276,60706,47216,10117
t6855,66059,5228,4388,59453,46241,9908
t6856,65096,3328,4583,58586,45567,9764
t6857,63706,1693,4508,57335,44594,9555
t6858,63814,454,4435,57432,44669,9572
t6859,65787,25,4633,59208,46050,9868
t6860,67054,0,4708,60348,46937,10058
t6861,63044,0,4600,56739,44130,9456
t6862,59027,0,4695,53124,41318,8854
t6863,55394,0,4634,49854,38775,8309
t6864,50949,0,4740,45854,35664,7642
t6865,47821,0,4729,43038,33474,7173
t6866,45634,0,4504,41070,31943,6845
t6867,44854,0,4503,40368,31397,6728
t6868,45172,0,4415,40654,31620,6775
t6869,46736,0,4916,42062,32715,7010
t6870,50142,0,5297,45127,35099,7521
t6871,58260,3,5549,52434,40782,8739
t6872,65152,130,5924,58636,45606,9772
t6873,67718,565,6045,60946,47402,10157
t6874,68095,1580,5818,61285,47666,10214
t6875,69217,2827,5598,62295,48451,10382
t6876,70161,3619,5512,63144,49112,10524
t6877,69959,3738,5472,62963,48971,10493
t6878,68776,3529,4807,61898,48143,10316
t6879,67877,3049,6159,61089,47513,10181
t6880,67229,2269,6436,60506,47060,10084
t6881,65490,1216,6137,58941,45843,9823
t6882,65239,361,5969,58715,45667,9785
t6883,66857,23,6334,60171,46799,10028
t6884,67157,0,6349,60441,47009,10073
t6885,63294,0,5920,56964,44305,9494
t6886,59192,0,5992,53272,41434,8878
t6887,55607,0,5608,50046,38924,8341
t6888,50958,0,4974,45862,35670,7643
t6889,47392,0,4030,42652,33174,7108
t6890,45343,0,3877,40808,31740,6801
t6891,44458,0,4169,40012,31120,6668
t6892,44687,0,4396,40218,31280,6703
t6893,46108,0,5058,41497,32275,6916
t6894,49719,0,5747,44747,34803,7457
t6895,57978,0,6045,52180,40584,8696
t6896,64636,41,7036,58172,45245,9695
t6897,67278,315,7452,60550,47094,10091
t6898,68013,1000,7737,61211,47609,10201
t6899,69384,1714,8148,62445,48568,10407
t6900,70420,2225,8541,63378,49294,10563
t6901,69989,2370,8850,62990,48992,10498
t6902,69213,2152,9229,62291,48449,10381
t6903,68049,1826,9477,61244,47634,10207
t6904,67144,1248,9337,60429,47000,10071
t6905,65280,618,9220,58752,45696,9792
t6906,65792,148,9346,59212,46054,9868
t6907,67272,5,9169,60544,47090,10090
t6908,67571,0,8834,60813,47299,10135
t6909,63794,0,8065,57414,44655,9569
t6910,59727,0,7055,53754,41808,8959
t6911,55861,0,6309,50274,39102,8379
t6912,51249,0,5757,46124,35874,7687
t6913,47666,0,5231,42899,33366,7149
t6914,45338,0,4751,40804,31736,6800
t6915,44224,0,4395,39801,30956,6633
t6916,44593,0,4137,40133,31215,6688
t6917,46187,0,3849,41568,32330,6928
t6918,49922,0,3885,44929,34945,7488
t6919,57714,0,3540,51942,40399,8657
t6920,64458,54,3505,58012,45120,9668
t6921,67103,378,3615,60392,46972,10065
t6922,67867,1060,3645,61080,47506,10180
t6923,69209,1872,3448,62288,48446,10381
t6924,69644,2572,3334,62679,48750,10446
t6925,63349,2991,3317,57014,44344,9502
t6926,66816,2800,3435,60134,46771,10022
t6927,65136,2279,3408,58622,45595,9770
t6928,64001,1583,3599,57600,44800,9600
t6929,62940,801,3737,56646,44058,9441
t6930,63507,231,3865,57156,44454,9526
t6931,65271,16,3978,58743,45689,9790
t6932,65274,0,3969,58746,45691,9791
t6933,60923,0,3848,54830,42646,9138
t6934,56829,0,3463,51146,39780,8524
t6935,53659,0,3250,48293,37561,8048
t6936,49312,0,3022,44380,34518,7396
t6937,45757,0,2745,41181,32029,6863
t6938,43359,0,2485,39023,30351,6503
t6939,41841,0,2260,37656,29288,6276
t6940,41534,0,1942,37380,29073,6230
t6941,41822,0,1691,37639,29275,6273
t6942,42236,0,1638,38012,29565,6335
t6943,43637,1,1491,39273,30545,6545
