year,2020,2030,2040,2050,2060,2070,2080,2090,2100
Countrynumber,135,135,135,135,135,135,135,135,135
Countryname,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand
annual electricity consumption in TWh,26.05,37.91,50.95,64.67,78.84,90.08,99.66,106.14,109.86
Hour_8481 in MW,"2,780.09","4,340.25","5,849.14","7,438.82","9,069.12",,,"12,075.44","12,499.60"
Hour_8482 in MW,"2,812.65","4,424.95","5,966.01","7,594.46","9,258.87",,,"12,320.36","12,753.13"
Hour_8483 in MW,"2,782.00","4,426.83","5,971.92","7,608.93","9,276.51",,,"12,333.50","12,766.73"
Hour_8484 in MW,"2,709.09","4,369.65","5,898.82","7,522.75","9,171.44",,,"12,181.44","12,609.32"
Hour_8485 in MW,"2,624.52","4,289.67","5,795.43","7,397.73","9,019.02",,,"11,965.68","12,385.98"
Hour_8486 in MW,"2,559.64","4,224.42","5,712.21","7,297.90","8,897.31",,,"11,791.36","12,205.54"
Hour_8487 in MW,"2,537.54","4,201.56","5,686.33","7,270.39","8,863.77",,,"11,735.92","12,148.16"
Hour_8488 in MW,"2,566.50","4,230.69","5,730.68","7,331.56","8,938.35",,,"11,826.27","12,241.68"
Hour_8489 in MW,"2,637.61","4,300.52","5,830.08","7,462.14","9,097.54",,,"12,030.82","12,453.41"
Hour_8490 in MW,"2,727.28","4,382.09","5,945.57","7,612.65","9,281.04",,,"12,268.46","12,699.40"
Hour_8491 in MW,"2,803.85","4,437.16","6,025.72","7,717.84","9,409.29",,,"12,432.12","12,868.81"
Hour_8492 in MW,"2,899.95","4,512.56","6,127.18","7,845.89","9,565.40",,,"12,629.90","13,073.53"
Hour_8493 in MW,"2,971.36","4,554.48","6,179.93","7,909.29","9,642.70",,,"12,719.66","13,166.44"
Hour_8494 in MW,"2,870.85","4,373.58","5,943.60","7,611.36","9,279.47",,,"12,223.29","12,652.64"
Hour_8495 in MW,"2,612.02","3,990.64","5,446.11","6,987.55","8,518.94",,,"11,199.06","11,592.44"
Hour_8496 in MW,"2,366.90","3,633.27","4,979.26","6,399.86","7,802.46",,,"10,232.41","10,591.84"
Hour_8497 in MW,"2,198.03","3,384.47","4,652.14","5,985.31","7,297.05",,,"9,546.75","9,882.09"
Hour_8498 in MW,"2,078.81","3,209.56","4,424.45","5,696.50","6,944.95",,,"9,068.26","9,386.79"
Hour_8499 in MW,"2,036.07","3,143.56","4,343.23","5,593.14","6,818.94",,,"8,894.97","9,207.42"
Hour_8500 in MW,"2,079.53","3,063.92","4,425.17","5,696.45","6,944.88",,,"9,061.74","9,380.04"
Hour_8501 in MW,"2,199.34","3,231.99","4,652.54","5,983.92","7,295.36",,,"9,531.69","9,866.49"
Hour_8502 in MW,"2,368.59","3,472.03","4,977.66","6,395.08","7,796.63",,,"10,205.55","10,564.03"
Hour_8503 in MW,"2,550.22","3,730.13","5,334.80","6,846.54","8,347.03",,,"10,946.51","11,331.02"
Hour_8504 in MW,"2,706.40","3,951.26","5,656.39","7,252.55","8,842.02",,,"11,613.86","12,021.81"
Hour_8505 in MW,"2,807.96","4,093.00","5,889.19","7,545.59","9,199.28",,,"12,096.78","12,521.69"
Hour_8506 in MW,"2,841.33","4,135.63","6,006.37","7,691.63","9,377.33",,,"12,339.43","12,772.87"
Hour_8507 in MW,"2,811.30","4,086.15","6,012.28","7,696.22","9,382.92",,,"12,350.92","12,784.76"
Hour_8508 in MW,"2,738.82","3,975.06","5,938.85","7,599.92","9,265.52",,,"12,197.83","12,626.29"
Hour_8509 in MW,"2,654.50","3,846.93","5,834.79","7,464.58","9,100.53",,,"11,981.68","12,402.54"
Hour_8510 in MW,"2,589.69","3,747.38","5,750.56","7,354.28","8,966.05",,,"11,807.59","12,222.35"
Hour_8511 in MW,"2,567.48","3,710.06","5,723.31","7,316.20","8,919.62",,,"11,753.01","12,165.84"
Hour_8512 in MW,"2,596.16","3,747.03","5,765.94","7,366.74","8,981.23",,,"11,844.82","12,260.88"
Hour_8513 in MW,"2,666.84","3,845.36","5,863.26","7,486.65","9,127.43",,,"12,051.44","12,474.75"
Hour_8514 in MW,"2,755.93","3,970.76","5,976.31","7,626.53","9,297.97",,,"12,291.72","12,723.47"
Hour_8515 in MW,"2,831.78","4,077.18","6,053.67","7,721.16","9,413.33",,,"12,458.58","12,896.19"
Hour_8516 in MW,"2,924.75","4,200.04","6,148.11","7,833.94","9,550.84",,,"12,652.30","13,096.72"
Hour_8517 in MW,"2,995.08","4,284.19","6,197.01","7,886.57","9,614.99",,,"12,745.45","13,193.15"
Hour_8518 in MW,"2,894.80","4,135.03","5,959.01","7,581.19","9,242.69",,,"12,258.05","12,688.62"
Hour_8519 in MW,"2,635.69","3,770.03","5,459.03","6,949.61","8,472.69",,,"11,242.34","11,637.24"
Hour_8520 in MW,"2,389.52","3,418.64","4,988.16","6,352.89","7,745.19",,,"10,282.10","10,643.26"
Hour_8521 in MW,"2,219.33","3,169.00","4,656.29","5,929.07","7,228.48",,,"9,602.26","9,939.55"
Hour_8522 in MW,"2,098.74","2,991.86","4,423.58","5,631.34","6,865.50",,,"9,129.89","9,450.58"
Hour_8523 in MW,"2,054.59","2,926.30","4,337.07","5,519.44","6,729.08",,,"8,962.96","9,277.79"
Hour_8524 in MW,"2,096.62","2,986.47","4,413.50","5,614.62","6,845.12",,,"9,136.27","9,457.19"
Hour_8525 in MW,"2,304.67","3,158.05","4,635.14","5,894.41","7,186.23",,,"9,612.90","9,950.56"
Hour_8526 in MW,"2,469.92","3,401.91","4,954.33","6,298.36","7,678.71",,,"10,293.52","10,655.09"
Hour_8527 in MW,"2,651.57","3,664.14","5,305.40","6,743.09","8,220.91",,,"11,041.27","11,429.10"
Hour_8528 in MW,"2,815.10","3,889.70","5,620.77","7,142.90","8,708.34",,,"11,715.37","12,126.88"
Hour_8529 in MW,"2,933.31","4,036.14","5,847.25","7,430.27","9,058.69",,,"12,204.94","12,633.65"
Hour_8530 in MW,"2,992.49","4,083.74","5,958.03","7,571.19","9,230.49",,,"12,454.10","12,891.56"
Hour_8531 in MW,"2,994.88","4,039.47","5,957.49","7,571.21","9,230.52",,,"12,471.89","12,909.97"
Hour_8532 in MW,"2,956.82","3,933.81","5,877.60","7,470.92","9,108.25",,,"12,324.83","12,757.75"
Hour_8533 in MW,"2,903.24","3,811.31","5,767.10","7,332.18","8,939.10",,,"12,114.38","12,539.91"
Hour_8534 in MW,"2,859.94","3,717.58","5,676.48","7,219.05","8,801.18",,,"11,945.63","12,365.23"
Hour_8535 in MW,"2,845.93","3,686.23","5,642.92","7,178.71","8,752.00",,,"11,895.95","12,313.81"
Hour_8536 in MW,"2,867.82","3,729.31","5,679.35","7,227.58","8,811.58",,,"11,992.19","12,413.43"
Hour_8537 in MW,"2,917.85","3,833.87","5,770.61","7,346.40","8,956.44",,,"12,202.69","12,631.32"
Hour_8538 in MW,"2,976.12","3,965.57","5,877.78","7,485.76","9,126.34",,,"12,446.29","12,883.47"
Hour_8539 in MW,"3,016.61","4,078.69","5,949.89","7,580.93","9,242.37",,,"12,616.69","13,059.86"
Hour_8540 in MW,"3,084.67","4,220.91","6,055.53","7,714.93","9,405.73",,,"12,845.81","13,297.03"
Hour_8541 in MW,"3,126.50","4,312.11","6,100.36","7,770.16","9,473.08",,,"12,942.94","13,397.57"
Hour_8542 in MW,"3,000.82","4,161.98","5,848.14","7,454.85","9,088.66",,,"12,437.53","12,874.41"
Hour_8543 in MW,"2,727.73","3,798.01","5,336.60","6,816.50","8,310.41",,,"11,407.22","11,807.91"
Hour_8544 in MW,"2,478.54","3,451.62","4,859.76","6,220.02","7,583.21",,,"10,442.20","10,808.99"
Hour_8545 in MW,"2,311.00","3,208.14","4,524.07","5,799.18","7,070.13",,,"9,760.60","10,103.45"
Hour_8546 in MW,"2,194.40","3,037.05","4,287.93","5,504.83","6,711.27",,,"9,285.64","9,611.80"
Hour_8547 in MW,"2,152.82","2,977.39","4,198.43","5,396.69","6,579.44",,,"9,115.28","9,435.46"
Hour_8548 in MW,"2,194.79","3,043.30","4,090.80","5,495.98","6,700.48",,,"9,284.32","9,610.44"
Hour_8549 in MW,"2,311.26","3,350.91","4,316.40","5,780.18","7,046.97",,,"9,755.82","10,098.50"
Hour_8550 in MW,"2,477.86","3,596.37","4,638.96","6,188.82","7,545.16",,,"10,430.47","10,796.85"
Hour_8551 in MW,"2,661.00","3,865.78","4,986.04","6,638.49","8,093.39",,,"11,171.40","11,563.80"
Hour_8552 in MW,"2,826.13","4,108.88","5,283.66","7,043.44","8,587.08",,,"11,837.85","12,253.66"
Hour_8553 in MW,"2,946.07","4,286.06","5,474.77","7,336.12","8,943.90",,,"12,318.96","12,751.68"
Hour_8554 in MW,"3,007.08","4,377.35","5,532.89","7,482.48","9,122.34",,,"12,558.87","13,000.01"
Hour_8555 in MW,"3,011.40","4,385.97","5,467.41","7,488.04","9,129.12",,,"12,566.63","13,008.04"
Hour_8556 in MW,"2,975.36","4,335.68","5,319.33","7,393.35","9,013.68",,,"12,408.81","12,844.68"
Hour_8557 in MW,"2,923.87","4,262.71","5,148.53","7,260.22","8,851.37",,,"12,186.90","12,614.98"
Hour_8558 in MW,"2,882.72","4,204.59","5,016.38","7,152.69","8,720.27",,,"12,006.02","12,427.74"
Hour_8559 in MW,"2,870.91","4,188.95","4,968.05","7,117.90","8,677.87",,,"11,943.59","12,363.12"
Hour_8560 in MW,"2,895.04","4,225.38","5,019.78","7,172.24","8,744.11",,,"12,026.51","12,448.95"
Hour_8561 in MW,"2,947.32","4,302.57","5,154.17","7,296.40","8,895.48",,,"12,223.16","12,652.51"
Hour_8562 in MW,"3,007.86","4,391.52","5,325.08","7,440.94","9,071.70",,,"12,452.44","12,889.84"
Hour_8563 in MW,"3,050.35","4,454.00","5,470.65","7,540.60","9,193.20",,,"12,607.26","13,050.10"
Hour_8564 in MW,"3,112.83","4,536.30","5,635.56","7,662.76","9,342.14",,,"12,794.41","13,243.82"
Hour_8565 in MW,"3,156.72","4,585.56","5,741.44","7,721.44","9,413.67",,,"12,874.22","13,326.44"
Hour_8566 in MW,"3,037.71","4,412.29","5,541.83","7,419.73","9,045.84",,,"12,368.24","12,802.68"
Hour_8567 in MW,"2,769.72","4,036.82","5,062.93","6,792.48","8,281.12",,,"11,333.75","11,731.86"
Hour_8568 in MW,"2,523.15","3,686.70","4,599.56","6,201.52","7,560.65",,,"10,355.93","10,719.69"
Hour_8569 in MW,"2,357.50","3,444.98","4,267.02","5,784.02","7,051.65",,,"9,658.46","9,997.72"
Hour_8570 in MW,"2,242.69","3,277.04","4,031.99","5,492.68","6,696.46",,,"9,167.66","9,489.68"
Hour_8571 in MW,"2,202.76","3,217.87","3,946.96","5,387.18","6,567.84",,,"8,981.59","9,297.07"
Hour_8572 in MW,"2,246.24","3,279.90","4,030.96","5,258.40","6,410.83",,,"9,135.10","9,455.98"
Hour_8573 in MW,"2,364.07","3,449.96","4,264.69","5,552.19","6,769.02",,,"9,591.33","9,928.24"
Hour_8574 in MW,"2,531.87","3,692.57","4,595.55","5,968.67","7,276.77",,,"10,251.05","10,611.13"
Hour_8575 in MW,"2,716.03","3,958.87","4,951.05","6,415.85","7,821.95",,,"10,977.44","11,363.03"
Hour_8576 in MW,"2,882.01","4,198.59","5,257.19","6,799.81","8,290.06",,,"11,629.81","12,038.32"
Hour_8577 in MW,"3,002.59","4,372.14","5,456.89","7,048.12","8,592.79",,,"12,097.38","12,522.31"
Hour_8578 in MW,"3,064.04","4,459.59","5,523.62","7,127.13","8,689.12",,,"12,324.34","12,757.24"
Hour_8579 in MW,"3,068.59","4,464.17","5,466.75","7,048.74","8,593.54",,,"12,319.81","12,752.55"
Hour_8580 in MW,"3,032.56","4,409.66","5,327.21","6,864.93","8,369.45",,,"12,150.41","12,577.20"
Hour_8581 in MW,"2,980.86","4,332.32","5,164.90","6,651.71","8,109.50",,,"11,917.69","12,336.31"
Hour_8582 in MW,"2,939.27","4,269.70","5,041.10","6,486.91","7,908.58",,,"11,726.82","12,138.73"
Hour_8583 in MW,"2,926.79","4,249.44","5,000.99","6,427.87","7,836.60",,,"11,655.27","12,064.67"
Hour_8584 in MW,"2,950.01","4,281.17","5,060.75","6,495.16","7,918.64",,,"11,729.98","12,142.00"
Hour_8585 in MW,"3,001.15","4,353.60","5,202.96","6,666.71","8,127.79",,,"11,919.38","12,338.06"
Hour_8586 in MW,"3,060.32","4,437.77","5,381.45","6,883.96","8,392.65",,,"12,142.40","12,568.91"
Hour_8587 in MW,"3,101.20","4,495.43","5,534.32","7,068.37","8,617.48",,,"12,291.98","12,723.75"
Hour_8588 in MW,"3,155.98","4,565.13","5,696.23","7,260.60","8,851.84",,,"12,454.90","12,892.38"
Hour_8589 in MW,"3,197.43","4,608.91","5,807.68","7,385.82","9,004.50",,,"12,529.11","12,969.20"
Hour_8590 in MW,"3,079.51","4,435.34","5,619.98","7,137.08","8,701.24",,,"12,032.19","12,454.83"
Hour_8591 in MW,"2,811.37","4,058.57","5,151.40","6,537.92","7,970.77",,,"11,005.77","11,392.36"
Hour_8592 in MW,"2,562.61","3,704.73","4,694.73","5,951.53","7,255.87",,,"10,030.58","10,382.91"
Hour_8593 in MW,"2,394.05","3,458.61","4,367.33","5,525.38","6,736.33",,,"9,334.39","9,662.27"
Hour_8594 in MW,"2,276.14","3,286.41","4,137.00","5,222.41","6,366.95",,,"8,845.99","9,156.71"
Hour_8595 in MW,"2,232.94","3,223.13","4,056.24","5,109.26","6,229.01",,,"8,663.40","8,967.71"
Hour_8596 in MW,"2,272.98","3,281.24","4,144.04","5,210.11","6,351.96",,,"8,443.45","8,740.03"
Hour_8597 in MW,"2,387.22","3,447.56","4,556.54","5,500.51","6,706.00",,,"8,917.95","9,231.20"
Hour_8598 in MW,"2,551.28","3,686.64","4,885.27","5,913.72","7,209.78",,,"9,594.75","9,931.78"
Hour_8599 in MW,"2,731.59","3,949.62","5,246.00","6,357.80","7,751.18",,,"10,322.91","10,685.51"
Hour_8600 in MW,"2,893.59","4,186.26","5,571.14","6,738.86","8,215.76",,,"10,948.32","11,332.89"
Hour_8601 in MW,"3,010.10","4,356.97","5,807.49","6,984.51","8,515.24",,,"11,352.13","11,750.89"
Hour_8602 in MW,"3,067.41","4,441.82","5,928.19","7,061.11","8,608.63",,,"11,479.13","11,882.35"
Hour_8603 in MW,"3,067.75","4,444.06","5,937.60","6,980.60","8,510.48",,,"11,348.86","11,747.50"
Hour_8604 in MW,"3,027.46","4,387.47","5,867.66","6,795.00","8,284.19",,,"11,046.65","11,434.67"
Hour_8605 in MW,"2,971.48","4,308.32","5,767.10","6,580.33","8,022.48",,,"10,697.26","11,073.01"
Hour_8606 in MW,"2,925.60","4,244.15","5,686.36","6,414.46","7,820.26",,,"10,428.42","10,794.72"
Hour_8607 in MW,"2,908.83","4,222.61","5,662.61","6,354.74","7,747.44",,,"10,334.23","10,697.22"
Hour_8608 in MW,"2,927.79","4,253.33","5,708.74","6,421.76","7,829.16",,,"10,448.43","10,815.44"
Hour_8609 in MW,"2,974.72","4,325.01","5,809.59","6,593.47","8,038.50",,,"10,734.79","11,111.86"
Hour_8610 in MW,"3,029.73","4,408.68","5,926.19","6,811.33","8,304.11",,,"11,097.17","11,486.96"
Hour_8611 in MW,"3,066.60","4,466.18","6,007.25","6,996.95","8,530.41",,,"11,406.84","11,807.52"
Hour_8612 in MW,"3,127.67","4,549.58","6,116.12","7,212.51","8,793.21",,,"11,761.72","12,174.86"
Hour_8613 in MW,"3,165.76","4,594.65","6,169.54","7,341.96","8,951.02",,,"11,973.19","12,393.76"
Hour_8614 in MW,"3,038.20","4,413.80","5,929.27","7,083.63","8,636.08",,,"11,554.68","11,960.55"
Hour_8615 in MW,"2,762.41","4,031.97","5,428.52","6,477.94","7,897.65",,,"10,572.31","10,943.67"
Hour_8616 in MW,"2,509.34","3,677.62","4,960.36","5,892.51","7,183.91",,,"9,620.65","9,958.59"
Hour_8617 in MW,"2,337.52","3,432.54","4,632.45","5,470.31","6,669.19",,,"8,932.90","9,246.68"
Hour_8618 in MW,"2,216.55","3,261.56","4,403.78","5,171.77","6,305.22",,,"8,447.92","8,744.66"
Hour_8619 in MW,"2,170.48","3,199.66","4,321.42","5,063.52","6,173.24",,,"8,275.05","8,565.71"
Hour_8620 in MW,"2,207.87","3,259.27","4,402.08","5,169.71","6,302.71",,,"8,453.86","8,750.81"
Hour_8621 in MW,"2,319.67","3,427.20","4,628.07","5,688.53","6,935.23",,,"8,944.18","9,258.35"
Hour_8622 in MW,"2,481.54","3,668.00","4,951.72","6,101.61","7,438.84",,,"9,636.38","9,974.87"
Hour_8623 in MW,"2,659.89","3,932.79","5,307.36","6,555.89","7,992.68",,,"10,379.48","10,744.07"
Hour_8624 in MW,"2,820.19","4,171.28","5,627.42","6,965.63","8,492.22",,,"11,019.32","11,406.38"
Hour_8625 in MW,"2,935.25","4,343.88","5,858.71","7,263.30","8,855.13",,,"11,436.98","11,838.72"
Hour_8626 in MW,"2,991.37","4,430.65","5,974.43","7,414.85","9,039.89",,,"11,577.20","11,983.86"
Hour_8627 in MW,"2,990.79","4,434.80","5,978.95","7,425.81","9,053.26",,,"11,459.48","11,862.00"
Hour_8628 in MW,"2,949.85","4,380.11","5,904.24","7,336.73","8,944.65",,,"11,169.11","11,561.43"
Hour_8629 in MW,"2,893.48","4,302.81","5,799.05","7,209.43","8,789.46",,,"10,830.79","11,211.24"
Hour_8630 in MW,"2,847.48","4,240.43","5,713.85","7,107.96","8,665.75",,,"10,572.24","10,943.60"
Hour_8631 in MW,"2,830.87","4,220.61","5,685.84","7,079.46","8,631.00",,,"10,487.52","10,855.90"
Hour_8632 in MW,"2,850.24","4,252.94","5,727.92","7,140.31","8,705.18",,,"10,610.34","10,983.04"
Hour_8633 in MW,"2,897.85","4,326.12","5,824.95","7,271.22","8,864.78",,,"10,904.45","11,287.48"
Hour_8634 in MW,"2,953.80","4,411.16","5,937.99","7,422.74","9,049.51",,,"11,273.69","11,669.69"
Hour_8635 in MW,"2,991.79","4,469.81","6,015.63","7,529.60","9,179.79",,,"11,589.12","11,996.20"
Hour_8636 in MW,"3,050.15","4,548.73","6,114.37","7,659.76","9,338.47",,,"11,934.82","12,354.04"
Hour_8637 in MW,"3,089.80","4,594.38","6,164.57","7,726.14","9,419.40",,,"12,149.28","12,576.03"
Hour_8638 in MW,"2,966.50","4,417.35","5,925.83","7,431.97","9,060.77",,,"11,741.91","12,154.35"
Hour_8639 in MW,"2,694.42","4,038.27","5,425.96","6,812.54","8,305.57",,,"10,768.05","11,146.28"
Hour_8640 in MW,"2,444.00","3,684.74","4,956.75","6,229.77","7,595.09",,,"9,819.51","10,164.43"
Hour_8641 in MW,"2,274.70","3,439.74","4,627.36","5,820.72","7,096.40",,,"9,132.39","9,453.17"
Hour_8642 in MW,"2,156.40","3,268.59","4,397.53","5,537.99","6,751.70",,,"8,647.19","8,950.93"
Hour_8643 in MW,"2,113.18","3,206.30","4,314.32","5,441.27","6,633.79",,,"8,473.29","8,770.92"
Hour_8644 in MW,"2,060.78","3,265.28","4,394.46","5,551.74","6,768.47",,,"8,650.30","8,954.15"
Hour_8645 in MW,"2,178.82","3,432.35","4,620.23","5,846.88","7,128.29",,,"9,503.45","9,837.27"
Hour_8646 in MW,"2,346.50","3,672.05","4,943.97","6,266.17","7,639.47",,,"10,181.98","10,539.63"
Hour_8647 in MW,"2,526.75","3,935.49","5,299.99","6,726.20","8,200.31",,,"10,927.05","11,310.88"
Hour_8648 in MW,"2,681.75","4,172.41","5,620.72","7,141.17","8,706.24",,,"11,597.95","12,005.33"
Hour_8649 in MW,"2,782.32","4,343.21","5,852.95","7,443.54","9,074.87",,,"12,083.82","12,508.28"
Hour_8650 in MW,"2,814.89","4,427.95","5,969.85","7,599.23","9,264.68",,,"12,328.82","12,761.88"
Hour_8651 in MW,"2,784.27","4,429.85","5,975.80","7,613.74","9,282.37",,,"12,342.04","12,775.57"
Hour_8652 in MW,"2,711.37","4,372.71","5,902.73","7,527.61","9,177.36",,,"12,190.06","12,618.25"
Hour_8653 in MW,"2,626.83","4,292.75","5,799.38","7,402.63","9,025.00",,,"11,974.38","12,394.99"
Hour_8654 in MW,"2,561.97","4,227.53","5,716.20","7,302.85","8,903.35",,,"11,800.14","12,214.63"
Hour_8655 in MW,"2,539.89","4,204.69","5,690.36","7,275.39","8,869.87",,,"11,744.78","12,157.33"
Hour_8656 in MW,"2,568.87","4,233.85","5,734.75","7,336.61","8,944.51",,,"11,835.22","12,250.94"
Hour_8657 in MW,"2,640.00","4,303.72","5,834.19","7,467.23","9,103.75",,,"12,039.84","12,462.75"
Hour_8658 in MW,"2,729.69","4,385.31","5,949.71","7,617.79","9,287.31",,,"12,277.56","12,708.82"
Hour_8659 in MW,"2,806.28","4,440.41","6,029.90","7,723.03","9,415.61",,,"12,441.31","12,878.32"
Hour_8660 in MW,"2,893.56","4,504.06","6,116.32","7,832.43","9,548.99",,,"12,608.93","13,051.83"
Hour_8661 in MW,"2,964.33","4,544.80","6,167.30","7,893.48","9,623.42",,,"12,694.74","13,140.65"
Hour_8662 in MW,"2,868.95","4,370.61","5,939.46","7,606.02","9,272.96",,,"12,215.23","12,644.30"
Hour_8663 in MW,"2,613.74","3,992.76","5,448.69","6,990.66","8,522.74",,,"11,204.81","11,598.39"
Hour_8664 in MW,"2,369.43","3,636.67","4,983.63","6,405.29","7,809.07",,,"10,242.00","10,601.76"
Hour_8665 in MW,"2,200.58","3,387.89","4,656.55","5,990.78","7,303.73",,,"9,556.42","9,892.10"
Hour_8666 in MW,"2,081.38","3,213.01","4,428.90","5,702.02","6,951.68",,,"9,078.01","9,396.88"
Hour_8667 in MW,"2,038.66","3,147.04","4,347.71","5,598.71","6,825.73",,,"8,904.80","9,217.59"
Hour_8668 in MW,"2,082.15","3,067.43","4,429.69","5,702.07","6,951.73",,,"9,071.65","9,390.30"
Hour_8669 in MW,"2,201.97","3,235.53","4,657.10","5,989.59","7,302.27",,,"9,541.67","9,876.83"
Hour_8670 in MW,"2,371.24","3,475.60","4,982.25","6,400.79","7,803.59",,,"10,215.62","10,574.45"
Hour_8671 in MW,"2,552.89","3,733.72","5,339.44","6,852.30","8,354.05",,,"10,956.67","11,341.53"
Hour_8672 in MW,"2,709.10","3,954.89","5,661.06","7,258.36","8,849.10",,,"11,624.09","12,032.40"
Hour_8673 in MW,"2,810.67","4,096.65","5,893.90","7,551.44","9,206.42",,,"12,107.10","12,532.37"
Hour_8674 in MW,"2,844.06","4,139.31","6,011.12","7,697.53","9,384.53",,,"12,349.83","12,783.62"
Hour_8675 in MW,"2,814.06","4,089.86","6,017.06","7,702.16","9,390.18",,,"12,361.40","12,795.60"
Hour_8676 in MW,"2,741.60","3,978.80","5,943.67","7,605.91","9,272.83",,,"12,208.39","12,637.22"
Hour_8677 in MW,"2,657.30","3,850.69","5,839.65","7,470.63","9,107.89",,,"11,992.31","12,413.55"
Hour_8678 in MW,"2,592.50","3,751.18","5,755.46","7,360.38","8,973.48",,,"11,818.31","12,233.44"
Hour_8679 in MW,"2,570.32","3,713.88","5,728.25","7,322.34","8,927.11",,,"11,763.80","12,177.02"
Hour_8680 in MW,"2,599.02","3,750.88","5,770.92","7,372.92","8,988.78",,,"11,855.70","12,272.14"
Hour_8681 in MW,"2,669.72","3,849.25","5,868.28","7,492.89","9,135.03",,,"12,062.39","12,486.09"
Hour_8682 in MW,"2,758.82","3,974.67","5,981.36","7,632.82","9,305.63",,,"12,302.75","12,734.90"
Hour_8683 in MW,"2,834.69","4,081.12","6,058.76","7,727.49","9,421.05",,,"12,469.69","12,907.70"
Hour_8684 in MW,"2,930.42","4,207.65","6,157.90","7,846.11","9,565.67",,,"12,672.85","13,118.00"
Hour_8685 in MW,"3,000.90","4,292.10","6,207.26","7,899.35","9,630.58",,,"12,767.06","13,215.52"
Hour_8686 in MW,"2,899.08","4,140.93","5,966.71","7,590.83","9,254.44",,,"12,274.60","12,705.75"
Hour_8687 in MW,"2,638.92","3,774.45","5,464.78","6,956.79","8,481.44",,,"11,254.88","11,650.22"
Hour_8688 in MW,"2,392.54","3,422.73","4,993.44","6,359.45","7,753.20",,,"10,293.62","10,655.19"
Hour_8689 in MW,"2,222.37","3,173.11","4,661.60","5,935.68","7,236.55",,,"9,613.86","9,951.56"
Hour_8690 in MW,"2,101.80","2,996.00","4,428.93","5,638.00","6,873.62",,,"9,141.57","9,462.67"
Hour_8691 in MW,"2,057.67","2,930.47","4,342.46","5,526.15","6,737.26",,,"8,974.72","9,289.96"
Hour_8692 in MW,"2,099.73","2,990.67","4,418.92","5,621.37","6,853.36",,,"9,148.11","9,469.45"
Hour_8693 in MW,"2,307.79","3,162.28","4,640.60","5,901.21","7,194.53",,,"9,624.82","9,962.90"
Hour_8694 in MW,"2,473.06","3,406.17","4,959.84","6,305.21","7,687.06",,,"10,305.53","10,667.52"
Hour_8695 in MW,"2,654.73","3,668.42","5,310.94","6,749.99","8,229.32",,,"11,053.35","11,441.61"
Hour_8696 in MW,"2,818.28","3,894.01","5,626.35","7,149.84","8,716.81",,,"11,727.53","12,139.47"
Hour_8697 in MW,"2,936.51","4,040.48","5,852.87","7,437.26","9,067.21",,,"12,217.19","12,646.32"
Hour_8698 in MW,"2,995.71","4,088.11","5,963.69","7,578.23","9,239.07",,,"12,466.42","12,904.32"
Hour_8699 in MW,"2,998.12","4,043.87","5,963.18","7,578.30","9,239.16",,,"12,484.29","12,922.81"
Hour_8700 in MW,"2,960.09","3,938.24","5,883.33","7,478.06","9,116.95",,,"12,337.31","12,770.67"
Hour_8701 in MW,"2,906.52","3,815.76","5,772.87","7,339.36","8,947.86",,,"12,126.95","12,552.92"
Hour_8702 in MW,"2,863.25","3,722.07","5,682.28","7,226.27","8,809.99",,,"11,958.28","12,378.32"
Hour_8703 in MW,"2,849.26","3,690.75","5,648.76","7,185.99","8,760.87",,,"11,908.68","12,326.98"
Hour_8704 in MW,"2,871.16","3,733.85","5,685.23","7,234.90","8,820.51",,,"12,004.99","12,426.68"
Hour_8705 in MW,"2,921.22","3,838.44","5,776.53","7,353.77","8,965.43",,,"12,215.58","12,644.66"
Hour_8706 in MW,"2,979.51","3,970.17","5,883.74","7,493.17","9,135.38",,,"12,459.25","12,896.89"
Hour_8707 in MW,"3,019.76","4,082.98","5,955.46","7,587.87","9,250.84",,,"12,628.89","13,072.49"
Hour_8708 in MW,"3,080.92","4,215.97","6,049.25","7,707.17","9,396.27",,,"12,834.24","13,285.05"
Hour_8709 in MW,"3,122.67","4,306.83","6,093.46","7,761.51","9,462.53",,,"12,929.80","13,383.97"
